商品ID,名称,分类,价格(元),价格(分),描述,图片路径
18045,米家魔方转换器,日用百货,49.0,4900,方形设计 / 三USB充电口 / 小巧便携 / 多重安全保护,images/18045.png
2804,5号彩虹电池（10粒）,日用百货,13.9,1390,麦克赛尔监制电池核芯 / 电量持久，强劲有力 / 碱性10粒装5号环保电池，无汞无镉 / 防泄漏技术，四重安全保障 / 十种绚丽色彩，送收纳盒,images/2804.png
19769,MIJIA智能音频眼镜 悦享版,日用百货,439.0,43900,声临其‘镜’  悦享聆听,images/19769.png
9836,小米巨能写中性笔10支装,日用百货,9.99,999,4倍书写长度 /颜料型油墨 / 0.5mm弹簧子弹头 / 不易飞白断墨,images/9836.png
19770,MIJIA智能音频眼镜 替换套装,日用百货,199.0,19900,时尚新选择，更多场合，从容应对,images/19770.png
21171,米家便携水杯,日用百货,59.0,5900,米家便携水杯,images/21171.png
11805,米家指甲刀五件套,日用百货,39.9,3990,高品质不锈钢 / 磁吸收纳 / 简洁五件套 / 随身携带,images/11805.png
20065,小米插线板4位4控,日用百货,39.0,3900,独立控制 随开随用 | 750℃阻燃外壳 安全有保障 | 防误触防护门 使用更安心,images/20065.png
18335,米家偏光太阳镜套镜,日用百货,99.0,9900,近视专属，阻挡强光,images/18335.png
19825,小米67W桌面快充插座 Pro,日用百货,169.0,16900,多功能，充电器、拓展坞、插座三合一 | 小米手机至高支持67W快充充电 | 氮化镓技术，体积更小，能效更高,images/19825.png
9848,小米中性笔,日用百货,24.9,2490,书写顺滑 / 轻盈握感 / 按压出芯 / 遇水不易洇,images/9848.png
20287,小米67W桌面快充插座,日用百货,129.0,12900,至高67W高效快充，快速满电 | 黑白双色，简约设计好看百搭 | 体积小巧，打造整洁桌面空间,images/20287.png
20106,米家偏光太阳镜夹片,日用百货,59.9,5990,近视专属，便携有型,images/20106.png
18090,小米插线板 3位总控 20W,日用百货,54.9,5490,三合一开关,images/18090.png
20551,吸管杯 多色,日用百货,109.0,10900,1L大容量｜Tritan吸管 ｜车载杯架适配,images/20551.png
13211,小米巨能写多彩中性笔,日用百货,9.99,999,醒目五色 | 4倍书写长度 | 8.5g磨砂笔身 | 颜料型油墨 | 0.5mm弹簧子弹头,images/13211.png
18186,米家智能血压计,日用百货,199.0,19900,免绑袖带轻松测，大屏背光看得清,images/18186.png
20112,米家运动杯,日用百货,99.0,9900,1L大容量｜关盖自动落锁｜独立茶仓,images/20112.png
20028,米家记忆绵护颈枕Pro ,日用百货,99.0,9900,柔软护颈，深睡有支撑,images/20028.png
20107,大肚保温杯,日用百货,109.0,10900,1L大容量｜内置茶隔｜一盖两用,images/20107.jpg
21057,REDMI 儿童手表,儿童用品,499.0,49900,环境看得清，家长更安心,images/21057.png
19739,米兔儿童学习手表7,儿童用品,679.0,67900,健康监测，多维关怀,images/19739.png
22584,小米儿童手表,儿童用品,1175.0,117500,强定位，伴成长，更安心,images/22584.png
21555,REDMI 儿童手表充电线,儿童用品,19.9,1990,适配6C/C7A/U2/7X/7/REDMI儿童手表,images/21555.png
18134,米家液晶小黑板多彩版,儿童用品,59.0,5900,多彩彩屏显示，磁吸滑槽收纳笔,images/18134.png
18069,米家词典笔（支持小爱同学）,儿童用品,699.0,69900,1500万+大词库 | 大段录入 | 多角度扫描 | 智慧背单词 | 语音翻译机 | 考点考频统计,images/18069.png
24149,小米儿童手表充电线,儿童用品,29.0,2900,适配小米儿童手表、REDMI 儿童手表 Pro,images/24149.png
25063,REDMI 儿童手表 Pro ,儿童用品,1045.0,104500,精准定位 多重守护丨灵动双摄 潮趣随行丨家长管理 掌握动态丨功能丰富 随心社交,images/25063.png
20831,MIJIA 词典笔C1,儿童用品,379.0,37900,提笔就扫，快准识别,images/20831.png
21563,REDMI 儿童手表挂绳,儿童用品,49.0,4900,REDMI 儿童手表挂绳,images/21563.png
23972,小米儿童手表挂绳,儿童用品,59.0,5900,适配小米儿童手表、REDMI 儿童手表 Pro,images/23972.png
20069,米兔儿童手表S1,儿童用品,999.0,99900,快充6分钟，守护一整天,images/20069.jpg
16017,米兔儿童学习手表6C,儿童用品,479.0,47900,儿童微信 | 4GB大内存 | 九重安全定位 | 学习APP,images/16017.png
